Discovered_Channel_ID,Discovered_Channel_Name,Discovered_Channel_URL,Final_Tier,Final_Status,score_similarity,score_format_match,Niche_Check_Reason,Tie_Breaker_Reason
UCk2U-Oqn7RXf-ydPqfSxG5g,Mel Robbins,https://www.youtube.com/@melrobbins,1,Tier 1 (Direct Competitor),0.8926413228419456,True,,
UCPmfPl-BsCd3wmE8i45LAoA,Simon Sinek,https://www.youtube.com/@simonsinek,1,Tier 1 (Direct Competitor),0.890131779063073,True,,
UCbk_QsfaFZG6PdQeCvaYXJQ,Jay Shetty Podcast,https://www.youtube.com/@jayshettypodcast.,1,Tier 1 (Direct Competitor),0.8858882105438146,True,,
UCDsOKnUQnQek7-G7Xc5kB8Q,Social Proof,https://www.youtube.com/@realsocialproof,1,Tier 1 (Direct Competitor),0.8766608793632018,True,,
UCpjlh0e319ksmoOD7bQFSiw,Rich Roll,https://www.youtube.com/@richroll,1,Tier 1 (Direct Competitor),0.8646943377044012,True,,
UCs07L46sXZqkJbUSXTJa_0Q,Omar Eltakrori,https://www.youtube.com/@omareltakrori,1,Tier 1 (Direct Competitor),0.8634389811597294,True,,
UC0gSvvNdgFK0tv3vgTOnt8w,Awf The Record ,https://www.youtube.com/@awftherecord,1,Tier 1 (Direct Competitor),0.8535608652021891,True,,
UCz67j2koC3urUkQirbvueCA,B. Simone,https://www.youtube.com/@thebsimone,1,Tier 1 (Direct Competitor),0.8484810649779675,True,,
UChVpHLOXh96MOxqNu_oeeFg,Jeremy & Audrey Roloff,https://www.youtube.com/@jeremyaudreyroloff,1,Tier 1 (Direct Competitor),0.8484621309438105,True,,
UCLHKyx7IhZ_esCs4TSWAjEg,Ultimate Human Podcast with Gary Brecka,https://www.youtube.com/@ultimatehumanpodcast,1,Tier 1 (Direct Competitor),0.8439449423833949,True,,
UCBxaP1FieK4i9i_mfh0PdWg,She's So Lucky,https://www.youtube.com/@shessoluckypod,1,Tier 1 (Direct Competitor),0.8429583683240055,True,,
UCCKNk9Sb3H5ueNK_X9V-3yA,John Hope Bryant,https://www.youtube.com/@johnhopebryant,1,Tier 1 (Direct Competitor),0.8409056608051639,True,,
UCarEovlrD9QY-fy-Z6apIDQ,Hasan Minhaj,https://www.youtube.com/@hasanminhaj,1,Tier 1 (Direct Competitor),0.8360904808615718,True,,
UCPwWvr4tFnmOLpjzmIbDMgQ,The Interview,https://www.youtube.com/@theinterviewpodcast,1,Tier 1 (Direct Competitor),0.8337663819942593,True,,
UCf0PBRjhf0rF8fWBIxTuoWA,20VC with Harry Stebbings,https://www.youtube.com/@20vc,1,Tier 1 (Direct Competitor),0.830817487269057,True,,
UCAzZQUlj_tpj6HPNmEFetqw,The Skinny Confidential,https://www.youtube.com/@theskinnyconfidential,1,Tier 1 (Direct Competitor),0.8282501071647579,True,,
UCcdxzpFrj3uRPh96GrUIoOQ,WHOOP,https://www.youtube.com/@whoop,1,Tier 1 (Direct Competitor),0.8268110301282309,True,,
UCLjBhO5ODRZmy6tcKQtg_hg,Black Love,https://www.youtube.com/@blacklove,1,Tier 1 (Direct Competitor),0.8209992526811305,True,,
UCJvR4zNAPRJoMDF3A912dBA,anything goes with emma chamberlain,https://www.youtube.com/@anythinggoeswithemma,1,Tier 1 (Direct Competitor),0.8176364429881035,True,,
UCyGi3eCuxko37WB6uUr7LjA,Call Her Daddy,https://www.youtube.com/@callherdaddy,1,Tier 1 (Direct Competitor),0.8162318700196369,True,,
UC5IuDMmKWSsBFB0iKky6aEQ,"Mark Hyman, MD",https://www.youtube.com/@drmarkhyman,1,Tier 1 (Direct Competitor),0.8145871342646551,True,,
UCi2jPL-eTYhSf5YnaX5fDcA, A Better You Podcast,https://www.youtube.com/@abetteryoubyfernanda,1,Tier 1 (Direct Competitor),0.8116254807416214,True,,
UCzQUP1qoWDoEbmsQxvdjxgQ,PowerfulJRE,https://www.youtube.com/@joerogan,1,Tier 1 (Direct Competitor),0.8082819536203341,True,,
UChpWgrkJY_i7F6wwI_TOnrg,Foundr ,https://www.youtube.com/@foundr,1,Tier 1 (Direct Competitor),0.8041200809202822,True,,
UCSt7m67E9O8xONdHsNIy39A,Bradley Martyn's Raw Talk,https://www.youtube.com/@realrawtalk,1,Tier 1 (Direct Competitor),0.803601597889372,True,,
UCs-7SAP1mhEQF1NlubjSzqQ,Jeff H Sipe - Practice Interviews ,https://www.youtube.com/@jeffhsipepi,1,Tier 1 (Direct Competitor),0.8020056505333975,True,,
UCUnxiP7q4RDDyeioZFZLnXA,The Pivot Podcast,https://www.youtube.com/@thepivotpodcast,1,Tier 1 (Direct Competitor),0.8013946103670204,True,,
UC5vVBtQz3wvFtM4HorKFlBA,TSL Time Podcast,https://www.youtube.com/@tsltimepodcast,1,Tier 1 (Direct Competitor),0.8003136313068155,True,,
UCJy0RHFC64EC-kqWOfhCb_g,Khloe Kardashian,https://www.youtube.com/@khloekardashian,1,Tier 1 (Direct Competitor),0.7986447798125925,True,,
UCVB6TzXJbxiSd0TiFSk5h-Q,Dad Saves America,https://www.youtube.com/@dadsavesamerica,1,Tier 1 (Direct Competitor),0.7958481450807984,True,,
UCcseTnvS6CC-mkIcwKfi-1A,Cancelled with Tana Mongeau & Brooke Schofield,https://www.youtube.com/@cancelledpodcast,1,Tier 1 (Direct Competitor),0.7912803728882795,True,,
UC2D2CMWXMOVWx7giW1n3LIg,Andrew Huberman,https://www.youtube.com/@hubermanlab,1,Tier 1 (Direct Competitor),0.7905489997283432,True,,
UCcrYxvtT9tp60RBsK9HvpqQ,Tamsen Fadal,https://www.youtube.com/@tamsenfadaltv,1,Tier 1 (Direct Competitor),0.7881050298841541,True,,
UCUT6UfhuepGVFVZxJ-waLlw,Empowered Dynasty,https://www.youtube.com/@qdaboss516,1,Tier 1 (Direct Competitor),0.7868631863589323,True,,
UC6UznTeISwn81w5Bt6P_Kxg,Bedros Keuilian,https://www.youtube.com/@bedroskeuilian,1,Tier 1 (Direct Competitor),0.7853442836317737,True,,
