Discovered_Channel_ID,Discovered_Channel_Name,Discovered_Channel_URL,Final_Tier,Final_Status,score_similarity,score_format_match,Niche_Check_Reason,Tie_Breaker_Reason
UCs07L46sXZqkJbUSXTJa_0Q,Omar Eltakrori,https://www.youtube.com/@omareltakrori,1,Tier 1 (Direct Competitor),0.8312254962699892,True,,
UCLtTf_uKt0Itd0NG7txrwXA,The Knowledge Project Podcast,https://www.youtube.com/@tkppodcast,1,Tier 1 (Direct Competitor),0.8119588421898198,True,,
UCk2U-Oqn7RXf-ydPqfSxG5g,Mel Robbins,https://www.youtube.com/@melrobbins,1,Tier 1 (Direct Competitor),0.800746793988087,True,,
UCDsOKnUQnQek7-G7Xc5kB8Q,Social Proof,https://www.youtube.com/@realsocialproof,1,Tier 1 (Direct Competitor),0.7984584074738797,True,,
UC6UznTeISwn81w5Bt6P_Kxg,Bedros Keuilian,https://www.youtube.com/@bedroskeuilian,1,Tier 1 (Direct Competitor),0.7960237945886095,True,,
UCVB6TzXJbxiSd0TiFSk5h-Q,Dad Saves America,https://www.youtube.com/@dadsavesamerica,1,Tier 1 (Direct Competitor),0.7827889554223584,True,,
UCLe_q9axMaeTbjN0hy1Z9xA,Caleb Hammer,https://www.youtube.com/@calebhammer,3,Tier 3 (Format Match / Niche Mismatch),0.7674158682246854,True,"The content sample from 'Caleb Hammer' focuses on personal finance and accountability rather than podcast growth, which is a distinct niche. The themes and discussions do not align with the target intent of growing a podcast.",
UCCKNk9Sb3H5ueNK_X9V-3yA,John Hope Bryant,https://www.youtube.com/@johnhopebryant,3,Tier 3 (Format Match / Niche Mismatch),0.7490558284319044,True,"The content sample from 'John Hope Bryant' focuses on business and leadership, which does not directly relate to the niche of 'Podcast Growth'.",
UCbk_QsfaFZG6PdQeCvaYXJQ,Jay Shetty Podcast,https://www.youtube.com/@jayshettypodcast.,3,Tier 3 (Format Match / Niche Mismatch),0.737397047283816,True,"The content sample from the 'Jay Shetty Podcast' focuses on personal development and gratitude, which does not directly relate to the niche of 'Podcast Growth'.",
UC2D2CMWXMOVWx7giW1n3LIg,Andrew Huberman,https://www.youtube.com/@hubermanlab,3,Tier 3 (Format Match / Niche Mismatch),0.6945899244387275,True,"The content sample from Andrew Huberman focuses on mental and physical health through scientific discussions, which does not directly relate to the niche of 'Podcast Growth'.",
